[[32;1;1mINFO[0m] Connection established.
[21:27:46][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 31.80 | Mid: 198.0600 | Sprd: 0.0800
[22:29:02][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 44.83 | Mid: 208.5600 | Sprd: 0.0600
[22:29:03][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -37.64 | Mid: 158.4200 | Sprd: 0.0200
[22:29:03][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 9.33 | Mid: 395.0700 | Sprd: 0.1200
[22:29:03][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 20.13 | Mid: 208.5750 | Sprd: 0.0500
[22:29:04][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -62.56 | Mid: 158.3750 | Sprd: 0.0300
[22:29:04][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -0.82 | Mid: 395.0800 | Sprd: 0.1000
[22:29:04][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.27 | Mid: 208.5850 | Sprd: 0.0300
[22:29:05][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -65.30 | Mid: 158.3800 | Sprd: 0.0200
[22:29:05][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 12.00 | Mid: 395.1250 | Sprd: 0.1100
[22:29:05][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -7.10 | Mid: 208.5800 | Sprd: 0.0400
[22:29:06][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -46.16 | Mid: 158.3800 | Sprd: 0.0200
[22:29:06][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 7.74 | Mid: 395.1050 | Sprd: 0.0700
[22:29:06][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -14.06 | Mid: 208.5300 | Sprd: 0.0600
[22:29:07][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -57.69 | Mid: 158.3600 | Sprd: 0.0200
[22:29:07][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.33 | Mid: 395.0300 | Sprd: 0.0800
[22:29:07][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -5.04 | Mid: 208.5300 | Sprd: 0.0600
[22:29:08][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -72.63 | Mid: 158.2850 | Sprd: 0.0100
[22:29:08][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -7.38 | Mid: 394.9650 | Sprd: 0.0900
[22:29:08][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -20.36 | Mid: 208.4700 | Sprd: 0.0400
[22:29:09][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -70.04 | Mid: 158.2850 | Sprd: 0.0100
[22:29:09][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -14.17 | Mid: 394.9650 | Sprd: 0.0900
[22:29:09][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -24.33 | Mid: 208.5550 | Sprd: 0.0700
[22:29:10][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -64.48 | Mid: 158.2850 | Sprd: 0.0100
[22:29:10][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -29.00 | Mid: 394.9650 | Sprd: 0.0900
[22:29:10][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -35.06 | Mid: 208.5450 | Sprd: 0.0500
[22:29:11][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 4 | NeutStr: 0 | EMA: -71.24 | Mid: 158.2850 | Sprd: 0.0100
[22:29:11][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -39.62 | Mid: 394.9600 | Sprd: 0.0800
[22:29:11][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -38.64 | Mid: 208.5400 | Sprd: 0.0400
[22:29:12][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -49.57 | Mid: 158.3100 | Sprd: 0.0400
[22:29:12][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -32.11 | Mid: 394.9650 | Sprd: 0.0900
[22:29:12][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -52.10 | Mid: 208.5050 | Sprd: 0.0300
[22:29:13][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -2.60 | Mid: 158.3400 | Sprd: 0.0200
[22:29:13][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -8.62 | Mid: 395.0250 | Sprd: 0.0900
[22:29:13][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -45.29 | Mid: 208.5150 | Sprd: 0.0500
[22:29:14][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 16.51 | Mid: 158.3100 | Sprd: 0.0600
[22:29:14][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -0.63 | Mid: 394.9900 | Sprd: 0.1000
[22:29:14][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -38.87 | Mid: 208.5750 | Sprd: 0.0500
[22:29:15][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 23.47 | Mid: 158.3050 | Sprd: 0.0300
[22:29:15][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -6.23 | Mid: 394.8550 | Sprd: 0.0900
[22:29:15][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -35.61 | Mid: 208.5200 | Sprd: 0.0600
[22:29:16][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 40.34 | Mid: 158.3150 | Sprd: 0.0100
[22:29:16][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -10.36 | Mid: 394.8350 | Sprd: 0.0900
[22:29:16][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -15.18 | Mid: 208.5350 | Sprd: 0.0500
[22:29:17][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 52.03 | Mid: 158.3600 | Sprd: 0.0200
[22:29:17][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -12.59 | Mid: 394.8450 | Sprd: 0.0900
[22:29:17][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 16.29 | Mid: 208.5550 | Sprd: 0.0300
[22:29:18][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 59.22 | Mid: 158.4100 | Sprd: 0.0200
[22:29:18][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -14.85 | Mid: 395.0650 | Sprd: 0.1300
[22:29:18][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 43.44 | Mid: 208.6450 | Sprd: 0.0300
[22:29:19][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 89.51 | Mid: 158.6000 | Sprd: 0.0400
[22:29:19][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -3.58 | Mid: 395.1000 | Sprd: 0.0800
[22:29:19][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 59.90 | Mid: 208.6750 | Sprd: 0.0300
[22:29:20][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 99.92 | Mid: 158.5700 | Sprd: 0.0600
[22:29:20][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 19.54 | Mid: 395.1300 | Sprd: 0.1400
[22:29:20][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 85.10 | Mid: 208.6750 | Sprd: 0.0300
[22:29:21][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 104.86 | Mid: 158.6200 | Sprd: 0.0400
[22:29:21][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 51.90 | Mid: 395.1450 | Sprd: 0.1300
[22:29:21][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 101.90 | Mid: 208.6950 | Sprd: 0.0300
[22:29:22][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 89.69 | Mid: 158.6100 | Sprd: 0.0200
[22:29:22][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 59.52 | Mid: 395.1200 | Sprd: 0.1000
[22:29:22][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 97.97 | Mid: 208.5400 | Sprd: 0.0400
[22:29:23][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 55.80 | Mid: 158.5450 | Sprd: 0.0300
[22:29:23][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 62.30 | Mid: 395.1250 | Sprd: 0.1100
[22:29:23][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 96.75 | Mid: 208.5900 | Sprd: 0.0400
[22:29:24][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 27.45 | Mid: 158.5550 | Sprd: 0.0500
[22:29:24][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 66.23 | Mid: 395.2200 | Sprd: 0.0800
[22:29:24][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 86.17 | Mid: 208.5900 | Sprd: 0.0400
[22:29:25][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 21.34 | Mid: 158.5650 | Sprd: 0.0500
[22:29:25][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 55.72 | Mid: 395.1250 | Sprd: 0.1100
[22:29:25][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 65.81 | Mid: 208.5900 | Sprd: 0.0600
[22:29:26][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.71 | Mid: 158.5150 | Sprd: 0.0300
[22:29:26][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 44.47 | Mid: 395.2050 | Sprd: 0.1500
[22:29:26][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 53.12 | Mid: 208.6050 | Sprd: 0.0500
[22:29:27][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -21.87 | Mid: 158.4700 | Sprd: 0.0400
[22:29:27][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.91 | Mid: 395.1850 | Sprd: 0.1500
[22:29:27][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 39.01 | Mid: 208.5950 | Sprd: 0.0500
[22:29:28][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -30.43 | Mid: 158.4600 | Sprd: 0.0200
[22:29:28][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 20.86 | Mid: 395.1650 | Sprd: 0.1500
[22:29:28][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 4.21 | Mid: 208.5850 | Sprd: 0.0500
[22:29:29][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -34.80 | Mid: 158.5450 | Sprd: 0.0300
[22:29:29][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 6.72 | Mid: 395.2700 | Sprd: 0.0800
[22:29:29][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -11.39 | Mid: 208.5900 | Sprd: 0.0400
[22:29:30][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -53.28 | Mid: 158.5150 | Sprd: 0.0300
[22:29:30][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 6.35 | Mid: 395.2500 | Sprd: 0.1200
[22:29:30][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.56 | Mid: 208.6350 | Sprd: 0.0500
[22:29:31][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -42.22 | Mid: 158.5500 | Sprd: 0.0400
[22:29:31][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 4.93 | Mid: 395.3750 | Sprd: 0.1100
[22:29:31][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 1.40 | Mid: 208.7550 | Sprd: 0.0500
[22:29:32][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -10.32 | Mid: 158.6500 | Sprd: 0.0400
[22:29:32][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 18.18 | Mid: 395.4000 | Sprd: 0.0800
[22:29:32][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 26.72 | Mid: 208.7700 | Sprd: 0.0400
[22:29:33][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 29.32 | Mid: 158.6800 | Sprd: 0.0200
[22:29:33][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 26.22 | Mid: 395.3650 | Sprd: 0.1300
[22:29:33][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 51.16 | Mid: 208.7250 | Sprd: 0.0100
[22:29:34][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 46.50 | Mid: 158.6750 | Sprd: 0.0300
[22:29:34][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 24.15 | Mid: 395.3650 | Sprd: 0.0900
[22:29:34][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 67.17 | Mid: 208.7650 | Sprd: 0.0500
[22:29:35][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 61.59 | Mid: 158.6650 | Sprd: 0.0300
[22:29:35][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 24.97 | Mid: 395.3700 | Sprd: 0.1000
[22:29:35][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 79.78 | Mid: 208.7950 | Sprd: 0.0300
[22:29:36][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 48.57 | Mid: 158.6150 | Sprd: 0.0300
[22:29:36][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 9.23 | Mid: 395.2700 | Sprd: 0.1400
[22:29:36][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 67.90 | Mid: 208.7350 | Sprd: 0.0300
[22:29:37][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 30.40 | Mid: 158.6200 | Sprd: 0.0200
[22:29:37][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -6.89 | Mid: 395.2700 | Sprd: 0.1400
[22:29:37][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 56.26 | Mid: 208.7400 | Sprd: 0.0400
[22:29:38][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 16.78 | Mid: 158.6500 | Sprd: 0.0400
[22:29:38][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -19.13 | Mid: 395.2000 | Sprd: 0.0400
[22:29:38][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 41.33 | Mid: 208.6400 | Sprd: 0.0400
[22:29:39][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -2.62 | Mid: 158.5650 | Sprd: 0.0300
[22:29:39][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -37.12 | Mid: 395.1350 | Sprd: 0.1500
[22:29:39][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 23.53 | Mid: 208.6500 | Sprd: 0.0600
[22:29:40][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -6.79 | Mid: 158.5650 | Sprd: 0.0500
[22:29:40][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -45.13 | Mid: 395.1650 | Sprd: 0.0900
[22:29:40][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 8.04 | Mid: 208.7200 | Sprd: 0.0600
[22:29:41][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 7.43 | Mid: 158.5800 | Sprd: 0.0400
[22:29:41][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -48.54 | Mid: 395.0150 | Sprd: 0.0900
[22:29:41][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.18 | Mid: 208.5900 | Sprd: 0.0600
[22:29:42][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -0.98 | Mid: 158.5250 | Sprd: 0.0300
[22:29:42][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -51.92 | Mid: 395.0150 | Sprd: 0.0900
[22:29:42][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 0.70 | Mid: 208.6000 | Sprd: 0.0600
[22:29:43][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -30.33 | Mid: 158.4700 | Sprd: 0.0400
[22:29:43][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -38.44 | Mid: 395.1100 | Sprd: 0.1400
[22:29:43][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 26.23 | Mid: 208.6300 | Sprd: 0.0600
[22:29:44][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -27.50 | Mid: 158.5300 | Sprd: 0.0400
[22:29:44][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -12.96 | Mid: 395.1550 | Sprd: 0.1300
[22:29:44][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 31.92 | Mid: 208.6050 | Sprd: 0.0500
[22:29:45][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -34.70 | Mid: 158.4800 | Sprd: 0.0400
[22:29:45][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -9.52 | Mid: 395.0550 | Sprd: 0.1100
[22:29:45][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.02 | Mid: 208.6400 | Sprd: 0.0600
[22:29:46][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -48.71 | Mid: 158.4800 | Sprd: 0.0400
[22:29:46][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 2.70 | Mid: 395.0700 | Sprd: 0.1600
[22:29:46][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 40.25 | Mid: 208.5400 | Sprd: 0.0600
[22:29:47][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -49.88 | Mid: 158.4800 | Sprd: 0.0200
[22:29:47][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 7.38 | Mid: 395.0750 | Sprd: 0.1300
[22:29:47][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 39.58 | Mid: 208.5650 | Sprd: 0.0500
[22:29:48][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -26.57 | Mid: 158.5300 | Sprd: 0.0400
[22:29:48][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 12.09 | Mid: 395.1550 | Sprd: 0.1100
[22:29:48][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 38.47 | Mid: 208.6300 | Sprd: 0.0400
[22:29:49][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -33.03 | Mid: 158.4450 | Sprd: 0.0300
[22:29:49][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 1.93 | Mid: 394.9900 | Sprd: 0.1200
[22:29:49][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.91 | Mid: 208.5700 | Sprd: 0.0600
[22:29:50][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -19.10 | Mid: 158.5000 | Sprd: 0.0400
[22:29:50][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 8.97 | Mid: 395.0300 | Sprd: 0.1200
[22:29:50][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 19.85 | Mid: 208.5600 | Sprd: 0.0400
[22:29:51][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -13.73 | Mid: 158.4800 | Sprd: 0.0400
[22:29:51][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 3.67 | Mid: 394.9400 | Sprd: 0.0800
[22:29:51][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 4.80 | Mid: 208.5000 | Sprd: 0.0600
[22:29:52][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -16.75 | Mid: 158.3400 | Sprd: 0.0400
[22:29:52][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -3.94 | Mid: 394.8650 | Sprd: 0.1100
