[[32;1;1mINFO[0m] Connection established.
[02:21:53] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 0.0000 | Mid: 191.4750
[06:43:48] State: EXITING | Pos: -100 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -20.8043 | Mid: 188.6350
[06:43:49] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: 3.2270 | Mid: 188.6350
[06:43:50] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: 3.7589 | Mid: 188.6350
[06:43:51] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: 2.3312 | Mid: 188.6350
[06:43:52] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 1.0319 | Mid: 188.6350
[06:43:53] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.4777 | Mid: 188.6350
[06:43:54] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -1.5344 | Mid: 188.6350
[06:43:55] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -25.2841 | Mid: 188.5700
[06:43:56] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -41.3089 | Mid: 188.5700
[06:43:57] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -52.2262 | Mid: 188.5700
[06:43:58] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -59.2683 | Mid: 188.5700
[06:43:59] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -64.1978 | Mid: 188.5700
[06:44:00] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -50.8485 | Mid: 188.5650
[06:44:01] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -41.8039 | Mid: 188.5650
[06:44:02] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -35.4728 | Mid: 188.5650
[06:44:03] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 6 | EMA: -34.0109 | Mid: 188.5600
[06:44:04] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 7 | EMA: -30.0177 | Mid: 188.5650
[06:44:05] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 8 | EMA: -23.9824 | Mid: 188.5600
[06:44:06] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -19.7576 | Mid: 188.5600
[06:44:07] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -16.8004 | Mid: 188.5600
[06:44:08] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -11.7602 | Mid: 188.5600
[06:44:09] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -12.7022 | Mid: 188.5600
[06:44:10] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -10.3915 | Mid: 188.5600
[06:44:11] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -25.5741 | Mid: 188.5550
[06:44:12] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -50.3918 | Mid: 188.5500
[06:44:13] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -68.6643 | Mid: 188.5500
[06:44:14] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -79.6550 | Mid: 188.5500
[06:44:15] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -81.4385 | Mid: 188.5550
[06:44:16] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -65.5870 | Mid: 188.5550
[06:44:17] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -46.8109 | Mid: 188.5450
[06:44:18] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -34.2676 | Mid: 188.5450
[06:44:19] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 6 | EMA: -26.3873 | Mid: 188.5450
[06:44:20] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 7 | EMA: -26.1811 | Mid: 188.5450
[06:44:21] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 8 | EMA: -26.3368 | Mid: 188.5450
[06:44:22] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 9 | EMA: -36.3758 | Mid: 188.5400
[06:44:23] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 10 | EMA: -41.9030 | Mid: 188.5400
[06:44:24] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 11 | EMA: -45.1721 | Mid: 188.5400
[06:44:25] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 12 | EMA: -48.0605 | Mid: 188.5400
[06:44:26] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 13 | EMA: -50.0823 | Mid: 188.5400
[06:44:27] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -18.6176 | Mid: 188.5450
[06:44:28] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -12.9123 | Mid: 188.5350
[06:44:29] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -33.9686 | Mid: 188.4900
[06:44:30] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -48.4080 | Mid: 188.4900
[06:44:31] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -58.5156 | Mid: 188.4900
[06:44:32] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -81.4309 | Mid: 188.4900
[06:44:33] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -80.8517 | Mid: 188.4900
[06:44:34] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -55.3962 | Mid: 188.4900
[06:44:35] State: HOLDING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -37.8773 | Mid: 188.4900
[06:44:36] State: HOLDING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -24.4141 | Mid: 188.4900
[06:44:37] State: HOLDING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -15.5899 | Mid: 188.4900
[06:44:38] State: HOLDING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: 12.7271 | Mid: 188.6150
[06:44:39] State: HOLDING | Pos: -100 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 31.9490 | Mid: 188.6150
[06:44:40] State: HOLDING | Pos: -100 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 45.4043 | Mid: 188.6150
[06:44:41] State: HOLDING | Pos: -100 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 53.6230 | Mid: 188.6150
[06:44:42] State: HOLDING | Pos: -100 | Sig: BUY_PRESSURE | Streak: 4 | EMA: 37.3261 | Mid: 188.5850
[06:44:44] State: HOLDING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: 3.7783 | Mid: 188.5850
[06:44:45] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -18.5052 | Mid: 188.5850
[06:44:46] State: EXITING | Pos: -100 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -34.1037 | Mid: 188.5850
[06:44:47] State: EXITING | Pos: -100 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -45.0226 | Mid: 188.5850
[06:44:48] State: EXITING | Pos: -100 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -30.6158 | Mid: 188.5850
[06:44:49] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -20.2311 | Mid: 188.5850
[06:44:50] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -13.8617 | Mid: 188.5850
[06:44:51] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -9.4032 | Mid: 188.5850
[06:44:52] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -6.2823 | Mid: 188.5850
[06:44:53] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -4.0976 | Mid: 188.5850
[06:44:54] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -2.8683 | Mid: 188.5850
[06:44:55] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -2.3078 | Mid: 188.5850
[06:44:56] State: EXITING | Pos: -100 | Sig: NEUTRAL | Streak: 0 | EMA: -25.1655 | Mid: 188.5750
[06:44:57] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -60.6658 | Mid: 188.5350
[06:44:58] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -90.9161 | Mid: 188.5250
[06:44:59] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -128.2313 | Mid: 188.5150
[06:45:00] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -153.7519 | Mid: 188.5150
[06:45:01] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -149.2663 | Mid: 188.5150
[06:45:02] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -126.6264 | Mid: 188.5150
[06:45:03] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -105.3785 | Mid: 188.5150
[06:45:04] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -74.6649 | Mid: 188.5150
[06:45:05] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -32.5255 | Mid: 188.5350
[06:45:06] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -5.7278 | Mid: 188.5200
[06:45:07] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 12.7305 | Mid: 188.5200
[06:45:08] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 28.6514 | Mid: 188.5250
[06:45:09] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 39.7960 | Mid: 188.5250
[06:45:10] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 0 | EMA: 27.2572 | Mid: 188.5250
[06:45:11] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 6.6000 | Mid: 188.5200
[06:45:12] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -8.1600 | Mid: 188.5200
[06:45:13] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -36.3420 | Mid: 188.4600
[06:45:14] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -56.3694 | Mid: 188.4600
[06:45:15] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -84.6086 | Mid: 188.4300
[06:45:16] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -89.1960 | Mid: 188.4300
[06:45:17] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -91.8072 | Mid: 188.4300
[06:45:18] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -78.7850 | Mid: 188.4300
[06:45:19] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -69.3695 | Mid: 188.4300
[06:45:20] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -48.5587 | Mid: 188.4300
[06:45:21] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -33.3911 | Mid: 188.4300
[06:45:22] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -22.7737 | Mid: 188.4300
[06:45:23] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -15.6416 | Mid: 188.4300
[06:45:24] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -10.6491 | Mid: 188.4300
[06:45:25] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -7.7544 | Mid: 188.4300
[06:45:26] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -6.0281 | Mid: 188.4300
[06:45:27] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -4.5197 | Mid: 188.4300
[06:45:28] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -3.1638 | Mid: 188.4300
[06:45:29] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -2.2146 | Mid: 188.4300
[06:45:30] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -1.2502 | Mid: 188.4300
[06:45:31] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.5752 | Mid: 188.4300
[06:45:32] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.7026 | Mid: 188.4300
[06:45:33] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.7918 | Mid: 188.4300
[06:45:34] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.8543 | Mid: 188.4300
[06:45:35] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.8980 | Mid: 188.4300
[06:45:36] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.9286 | Mid: 188.4300
[06:45:37] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.6500 | Mid: 188.4300
[06:45:38] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 1.6450 | Mid: 188.4350
[06:45:39] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 3.5215 | Mid: 188.4350
[06:45:40] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 19.8650 | Mid: 188.4700
[06:45:41] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 31.3055 | Mid: 188.4700
[06:45:42] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 39.3139 | Mid: 188.4700
[06:45:43] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 0 | EMA: 42.8197 | Mid: 188.4700
[06:45:44] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 45.0038 | Mid: 188.4700
[06:45:45] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 48.9927 | Mid: 188.5050
[06:45:46] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 62.3749 | Mid: 188.5250
[06:45:47] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 4 | EMA: 84.3424 | Mid: 188.5350
[06:45:48] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 5 | EMA: 105.2997 | Mid: 188.5400
[06:45:49] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 6 | EMA: 102.7498 | Mid: 188.5100
[06:45:50] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 7 | EMA: 82.2748 | Mid: 188.5100
[06:45:51] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 8 | EMA: 57.3524 | Mid: 188.5100
[06:45:52] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 9 | EMA: 44.7367 | Mid: 188.5200
[06:45:53] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 30.3257 | Mid: 188.5200
[06:45:54] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 37.4580 | Mid: 188.5200
[06:45:55] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 32.6106 | Mid: 188.5150
[06:45:56] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 29.2174 | Mid: 188.5150
[06:45:57] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 15.3222 | Mid: 188.5250
[06:45:58] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 5.8955 | Mid: 188.5250
[06:45:59] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.7031 | Mid: 188.5250
[06:46:00] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -14.0222 | Mid: 188.4950
[06:46:01] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -22.7455 | Mid: 188.4950
[06:46:02] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -34.7619 | Mid: 188.4950
[06:46:03] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -43.4733 | Mid: 188.4950
[06:46:04] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -49.5713 | Mid: 188.4950
[06:46:05] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -33.4999 | Mid: 188.4950
[06:46:06] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -22.8499 | Mid: 188.4950
[06:46:07] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 3.5350 | Mid: 188.5200
[06:46:08] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 22.0045 | Mid: 188.5200
[06:46:09] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 29.2032 | Mid: 188.5150
[06:46:10] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 32.7422 | Mid: 188.5150
[06:46:11] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 16.1396 | Mid: 188.5000
[06:46:12] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -14.1123 | Mid: 188.5000
[06:46:13] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -19.6886 | Mid: 188.5050
[06:46:14] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -17.8620 | Mid: 188.5050
[06:46:15] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -8.2134 | Mid: 188.5150
[06:46:16] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 38.3506 | Mid: 188.5450
[06:46:17] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 70.9454 | Mid: 188.5450
[06:46:18] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 78.1618 | Mid: 188.5450
[06:46:19] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 83.2133 | Mid: 188.5450
[06:46:20] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 0 | EMA: 79.2793 | Mid: 188.5450
[06:46:21] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 55.7955 | Mid: 188.5450
[06:46:22] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 39.0568 | Mid: 188.5450
[06:46:23] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 27.6398 | Mid: 188.5450
[06:46:24] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 19.3479 | Mid: 188.5450
[06:46:25] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 14.1435 | Mid: 188.5450
[06:46:26] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 27.8704 | Mid: 188.5650
[06:46:27] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 37.1793 | Mid: 188.5650
[06:46:28] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 43.9955 | Mid: 188.5650
[06:46:29] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 0 | EMA: 49.0669 | Mid: 188.5650
[06:46:30] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 52.0168 | Mid: 188.5650
[06:46:31] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 36.7118 | Mid: 188.5650
[06:46:32] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 26.2982 | Mid: 188.5650
[06:46:33] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 4 | EMA: 25.5488 | Mid: 188.5800
[06:46:34] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 5 | EMA: 25.3241 | Mid: 188.5800
[06:46:35] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 6 | EMA: 25.1669 | Mid: 188.5800
[06:46:36] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 7 | EMA: 25.0568 | Mid: 188.5800
[06:46:37] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 8 | EMA: 24.9798 | Mid: 188.5800
[06:46:38] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 9 | EMA: 23.6658 | Mid: 188.5950
[06:46:39] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 19.1461 | Mid: 188.5950
[06:46:40] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -3.7877 | Mid: 188.5900
[06:46:41] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -43.7214 | Mid: 188.5800
[06:46:42] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -53.3750 | Mid: 188.5850
[06:46:43] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -65.7125 | Mid: 188.5850
[06:46:44] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -70.7487 | Mid: 188.5850
[06:46:45] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -54.5041 | Mid: 188.5850
[06:46:46] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -19.2529 | Mid: 188.5850
[06:46:47] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -12.8770 | Mid: 188.5850
[06:46:48] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -8.7139 | Mid: 188.5850
[06:46:49] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -6.0997 | Mid: 188.5850
[06:46:50] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -4.8698 | Mid: 188.5850
[06:46:51] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -4.0089 | Mid: 188.5850
[06:46:52] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -3.1062 | Mid: 188.5850
[06:46:53] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -25.1843 | Mid: 188.5400
[06:46:54] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -40.9390 | Mid: 188.5400
[06:46:55] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -51.3673 | Mid: 188.5400
[06:46:56] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -56.8671 | Mid: 188.5400
[06:46:57] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -61.0170 | Mid: 188.5400
[06:46:58] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -41.5119 | Mid: 188.5400
[06:46:59] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -27.5583 | Mid: 188.5400
[06:47:00] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -17.7908 | Mid: 188.5400
[06:47:01] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -13.0536 | Mid: 188.5400
[06:47:02] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -9.7375 | Mid: 188.5400
[06:47:03] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -7.1163 | Mid: 188.5400
[06:47:04] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -5.2814 | Mid: 188.5400
[06:47:05] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -3.9970 | Mid: 188.5400
[06:47:06] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -2.7979 | Mid: 188.5400
[06:47:07] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -1.9585 | Mid: 188.5400
[06:47:08] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -3.7710 | Mid: 188.5400
[06:47:09] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -5.0397 | Mid: 188.5400
[06:47:10] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -5.9278 | Mid: 188.5400
[06:47:11] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -7.1494 | Mid: 188.5400
[06:47:12] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -8.0046 | Mid: 188.5400
[06:47:13] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -6.2032 | Mid: 188.5400
[06:47:14] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -4.9423 | Mid: 188.5400
[06:47:15] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -4.0596 | Mid: 188.5400
[06:47:16] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -2.8417 | Mid: 188.5400
[06:47:17] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -1.9892 | Mid: 188.5400
[06:47:18] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -1.3924 | Mid: 188.5400
[06:47:19] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -0.3747 | Mid: 188.5400
[06:47:20] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 8.4077 | Mid: 188.5450
[06:47:21] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 38.0154 | Mid: 188.6350
[06:47:22] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 78.3908 | Mid: 188.6650
